,부채,금융부채,담보대출,담보대출_대출용도_거주주택 구입,담보대출_대출용도_거주주택이외 부동산 구입,담보대출_대출용도_전(월)세 보증금 마련,담보대출_대출용도_부채상환,담보대출_대출용도_사업자금 마련,담보대출_대출용도_생활비 마련,담보대출_대출용도_기타 용도 등,담보대출_대출기관_은행(2010년은 농수협 중앙회 제외),담보대출_대출기관_저축은행,담보대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),담보대출_대출기관_보험회사,담보대출_대출기관_기타 기관 등,담보대출_상환방법_만기일시,담보대출_상환방법_원금 분할 상환,담보대출_상환방법_원리금 분할 상환,담보대출_상환방법_원리금 분할 및 일부만기 상환,담보대출_상환방법_기타 상환방법,담보대출_담보형태_거주 주택,담보대출_담보형태_거주 주택 이외 부동산,담보대출_담보형태_예적금 보험 펀드 채권 등,"담보대출_담보형태_기타(전세권, 자동차 등)",부동산 담보대출,부동산 이외 담보대출,신용대출,신용대출_대출용도_거주주택 구입,신용대출_대출용도_거주주택이외 부동산 구입,신용대출_대출용도_전(월)세 보증금 마련,신용대출_대출용도_부채상환,신용대출_대출용도_사업자금 마련,신용대출_대출용도_생활비 마련,신용대출_대출용도_기타 용도 등,신용대출_대출기관_은행(2010년은 농수협 중앙회 제외),신용대출_대출기관_저축은행,신용대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),신용대출_대출기관_보험회사,신용대출_대출기관_기타 기관 등,신용대출_상환방법_만기일시,신용대출_상환방법_원금 분할 상환,신용대출_상환방법_원리금 분할 상환,신용대출_상환방법_원리금 분할 및 일부만기 상환,신용대출_상환방법_기타 상환방법,신용대출_대출종류_신용대출,신용대출_대출종류_마이너스통장,신용카드 관련 대출,외상 및 할부미상환액,곗탄후 불입금액,개인 직장에서 빌린 돈_2017년 부터,임대보증금,원리금상환액,원금상환액,이자지급액,순자산액,경상소득(보완),근로소득(보완),사업소득(보완),재산소득(보완),공적 이전소득(보완),사적 이전소득(조사),이전소득(보완)[공적 이전소득(보완)+사적 이전소득(조사)],처분가능소득(보완)[경상소득(보완)-비소비지출(보완)],소비지출,식료품(외식비포함),주거비,교육비(보육료포함),의료비,교통비,통신비,기타 소비지출,"지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)",비소비지출(보완),세금(보완),공적연금·사회보험료(보완),가구간 이전지출(조사),비영리단체 이전지출(조사),연간지급이자(조사),여유자금 운용 계획,금융자산 투자 시 운용방법,금융자산 투자 시 고려사항,거주지 주택가격 전망,여유자금 부동산 투자 여부
7181,1500.0,1500.0,1500.0,0,0.0,0,0,0.0,1500,0.0,0.0,0,1500.0,0,0,1500.0,0,0.0,0.0,0,1500,0.0,0.0,0,1500.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,200,200,0,31250.0,4799,4799,0,0,0,0,0,3713,2440,600,580,0,510,120,240,390,3526,1086,71,835,90,90,0,부채 상환,은행 예금,현금화 가능성,상승할 것이다,예
7184,300.0,300.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,300,0,0,0.0,660,650,10,2700.0,4970,3818,0,13,539,600,1139,4586,2410,960,432,0,24,120,204,670,2794,384,12,212,150,0,10,저축과 금융자산 투자,은행 예금,접근성(이용의 편리성),모르겠다,아니오
7185,6800.0,6800.0,6300.0,6300,0.0,0,0,0.0,0,0.0,6300.0,0,0.0,0,0,0.0,0,0.0,6300.0,0,6300,0.0,0.0,0,6300.0,0.0,500.0,0,0.0,0,0,0,500,0,0.0,500,0,0,0,0.0,0,0,0,500,0.0,500,0,0,0,0,0.0,1485,1235,250,55613.0,11062,10555,0,137,370,0,370,8763,4556,1800,345,216,300,480,220,1195,6855,2299,480,1119,200,250,250,부동산 구입,비은행금융기관 예금,수익성,변화 없을 것이다,예
7186,29866.0,29866.0,26776.0,21776,0.0,0,0,5000.0,0,0.0,26776.0,0,0.0,0,0,0.0,0,26776.0,0.0,0,26776,0.0,0.0,0,26776.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,90,0,3000,0.0,1156,915,241,44014.0,5908,0,5900,8,0,0,0,5046,5668,1200,780,150,250,250,180,2858,6530,862,77,454,80,10,241,부채 상환,은행 예금,현금화 가능성,상승할 것이다,아니오
7187,37420.0,37420.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,37420.0,0,0.0,0,0,0,0,37420,37420.0,0,0,0,0,0.0,0,0,0,37420,37420.0,0,0,0,0,0,0.0,180,100,80,30220.0,3450,3018,0,32,400,0,400,2359,2910,840,300,360,150,120,140,1000,4001,1091,15,796,200,0,80,부동산 구입,은행 예금,현금화 가능성,상승할 것이다,예
7189,15000.0,15000.0,15000.0,0,0.0,0,0,0.0,0,15000.0,15000.0,0,0.0,0,0,0.0,0,15000.0,0.0,0,0,15000.0,0.0,0,15000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,5440,5000,440,273940.0,12134,10674,1127,333,0,0,0,9137,2900,300,504,0,200,600,96,1200,5897,2997,1167,790,600,0,440,부채 상환,저축은행 예금,안전성,상승할 것이다,예
7190,1200.0,1200.0,1200.0,0,0.0,0,0,0.0,0,1200.0,0.0,0,0.0,1200,0,0.0,1200,0.0,0.0,0,0,0.0,1200.0,0,0.0,1200.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,10498.0,5379,2095,3000,6,278,0,278,4858,3710,1480,420,130,110,360,240,970,4231,521,44,147,230,100,0,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
7191,33300.0,33300.0,28800.0,0,0.0,0,0,28800.0,0,0.0,0.0,0,25000.0,0,3800,0.0,0,28800.0,0.0,0,0,25000.0,0.0,3800,25000.0,3800.0,4200.0,0,0.0,0,0,4200,0,0,0.0,0,4200,0,0,0.0,0,0,0,4200,0.0,4200,300,0,0,0,0.0,2107,600,1507,76367.0,12117,0,12000,117,0,0,0,9623,4390,1200,110,1300,10,500,360,910,6884,2494,29,258,500,200,1507,부채 상환,은행 예금,안전성,변화 없을 것이다,예
7193,20000.0,20000.0,20000.0,0,0.0,20000,0,0.0,0,0.0,20000.0,0,0.0,0,0,20000.0,0,0.0,0.0,0,0,0.0,0.0,20000,0.0,20000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,800,0,800,21920.0,1983,1970,0,13,0,0,0,802,1592,600,120,300,12,180,120,260,2773,1181,3,178,100,100,800,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
7194,15000.0,15000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,15000.0,0,0.0,15000,0,0,0,0,15000.0,0,0,0,0,15000.0,0,0,0,0,15000.0,0,0,0,0,0,0.0,408,0,408,29710.0,7034,6896,0,18,120,0,120,5310,1596,600,300,20,36,250,120,270,3320,1724,233,583,300,200,408,부채 상환,저축은행 예금,안전성,상승할 것이다,아니오
7197,700.0,700.0,700.0,0,0.0,700,0,0.0,0,0.0,700.0,0,0.0,0,0,700.0,0,0.0,0.0,0,0,0.0,0.0,700,0.0,700.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,21,0,21,200.0,750,0,0,0,750,0,750,728,392,240,120,0,0,12,0,20,414,22,1,0,0,0,21,저축과 금융자산 투자,은행 예금,안전성,상승할 것이다,아니오
7199,1640.0,1640.0,1640.0,0,0.0,1640,0,0.0,0,0.0,970.0,0,0.0,670,0,0.0,0,0.0,1640.0,0,0,0.0,670.0,970,0.0,1640.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,390,340,50,6040.0,4316,2662,1500,46,108,0,108,3680,3120,1500,400,0,120,200,150,750,3756,636,16,478,80,12,50,저축과 금융자산 투자,은행 예금,안전성,상승할 것이다,아니오
7200,1000.0,1000.0,1000.0,1000,0.0,0,0,0.0,0,0.0,1000.0,0,0.0,0,0,1000.0,0,0.0,0.0,0,1000,0.0,0.0,0,1000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,50,0,50,28475.0,2875,0,2400,61,414,0,414,2635,1770,720,120,0,600,70,100,160,2010,240,94,96,0,0,50,부채 상환,은행 예금,안전성,하락할 것이다,아니오
7201,3100.0,3100.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1000.0,0,0.0,0,1000,0,0,0,1000.0,0,0,0,0,0.0,0,0,0,1000,0.0,1000,0,2100,0,0,0.0,2920,2700,220,1786.0,5226,367,4841,8,10,0,10,4681,2810,700,360,160,100,320,360,810,3355,545,141,184,0,0,220,부동산 구입,은행 예금,안전성,모르겠다,예
