,부채,금융부채,담보대출,담보대출_대출용도_거주주택 구입,담보대출_대출용도_거주주택이외 부동산 구입,담보대출_대출용도_전(월)세 보증금 마련,담보대출_대출용도_부채상환,담보대출_대출용도_사업자금 마련,담보대출_대출용도_생활비 마련,담보대출_대출용도_기타 용도 등,담보대출_대출기관_은행(2010년은 농수협 중앙회 제외),담보대출_대출기관_저축은행,담보대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),담보대출_대출기관_보험회사,담보대출_대출기관_기타 기관 등,담보대출_상환방법_만기일시,담보대출_상환방법_원금 분할 상환,담보대출_상환방법_원리금 분할 상환,담보대출_상환방법_원리금 분할 및 일부만기 상환,담보대출_상환방법_기타 상환방법,담보대출_담보형태_거주 주택,담보대출_담보형태_거주 주택 이외 부동산,담보대출_담보형태_예적금 보험 펀드 채권 등,"담보대출_담보형태_기타(전세권, 자동차 등)",부동산 담보대출,부동산 이외 담보대출,신용대출,신용대출_대출용도_거주주택 구입,신용대출_대출용도_거주주택이외 부동산 구입,신용대출_대출용도_전(월)세 보증금 마련,신용대출_대출용도_부채상환,신용대출_대출용도_사업자금 마련,신용대출_대출용도_생활비 마련,신용대출_대출용도_기타 용도 등,신용대출_대출기관_은행(2010년은 농수협 중앙회 제외),신용대출_대출기관_저축은행,신용대출_대출기관_비은행금융기관(2010년은 농수협중앙회 포함),신용대출_대출기관_보험회사,신용대출_대출기관_기타 기관 등,신용대출_상환방법_만기일시,신용대출_상환방법_원금 분할 상환,신용대출_상환방법_원리금 분할 상환,신용대출_상환방법_원리금 분할 및 일부만기 상환,신용대출_상환방법_기타 상환방법,신용대출_대출종류_신용대출,신용대출_대출종류_마이너스통장,신용카드 관련 대출,외상 및 할부미상환액,곗탄후 불입금액,개인 직장에서 빌린 돈_2017년 부터,임대보증금,원리금상환액,원금상환액,이자지급액,순자산액,경상소득(보완),근로소득(보완),사업소득(보완),재산소득(보완),공적 이전소득(보완),사적 이전소득(조사),이전소득(보완)[공적 이전소득(보완)+사적 이전소득(조사)],처분가능소득(보완)[경상소득(보완)-비소비지출(보완)],소비지출,식료품(외식비포함),주거비,교육비(보육료포함),의료비,교통비,통신비,기타 소비지출,"지출(보완)[비소비지출(보완)+소비지출(조사)](2012~2018년: 복지, 2019년~:공통)",비소비지출(보완),세금(보완),공적연금·사회보험료(보완),가구간 이전지출(조사),비영리단체 이전지출(조사),연간지급이자(조사),여유자금 운용 계획,금융자산 투자 시 운용방법,금융자산 투자 시 고려사항,거주지 주택가격 전망,여유자금 부동산 투자 여부
7095,250000.0,250000.0,250000.0,0,50000.0,0,0,0.0,0,200000.0,250000.0,0,0.0,0,0,200000.0,0,50000.0,0.0,0,0,50000.0,200000.0,0,50000.0,200000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,5709,0,5709,743666.0,29262,0,0,27240,2022,0,2022,19410,5593,1465,459,0,198,448,189,2834,15445,9852,252,2581,1190,120,5709,저축과 금융자산 투자,기타(     ),안전성,변화 없을 것이다,아니오
7096,7097.0,7097.0,7097.0,7097,0.0,0,0,0.0,0,0.0,7097.0,0,0.0,0,0,0.0,0,7097.0,0.0,0,7097,0.0,0.0,0,7097.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,384,240,144,9833.0,2370,2370,0,0,0,0,0,1896,1362,360,168,0,10,240,36,548,1836,474,39,171,120,0,144,부채 상환,은행 예금,안전성,변화 없을 것이다,아니오
7099,18750.0,8750.0,8000.0,4000,0.0,0,4000,0.0,0,0.0,4000.0,0,4000.0,0,0,0.0,0,0.0,8000.0,0,4000,0.0,4000.0,0,4000.0,4000.0,750.0,0,0.0,0,0,0,750,0,750.0,0,0,0,0,0.0,0,0,0,750,0.0,750,0,0,0,0,10000.0,3492,3250,242,25402.0,8327,8288,0,39,0,0,0,6985,4852,700,670,982,500,600,400,1000,6194,1342,300,700,100,0,242,부채 상환,비은행금융기관 예금,안전성,하락할 것이다,아니오
7100,17700.0,3700.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3700.0,3700,0.0,0,0,0,0,0,0.0,0,3700,0,0,0.0,0,0,0,3700,0.0,3700,0,0,0,0,14000.0,85,0,85,86399.0,11553,10640,0,913,0,0,0,8801,3643,1320,384,392,183,420,166,778,6395,2752,922,1113,580,52,85,저축과 금융자산 투자,은행 예금,수익성,변화 없을 것이다,아니오
7101,14000.0,5000.0,5000.0,5000,0.0,0,0,0.0,0,0.0,0.0,0,5000.0,0,0,5000.0,0,0.0,0.0,0,5000,0.0,0.0,0,5000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,9000.0,120,0,120,15660.0,2036,920,0,221,835,60,895,1726,1562,600,315,0,325,120,60,142,1872,310,84,56,50,0,120,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
7102,65.0,65.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,65,0,0,0.0,75,75,0,10967.0,2625,0,0,72,2553,0,2553,2549,2073,600,355,0,240,60,132,686,2149,76,16,0,0,60,0,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
7103,3000.0,3000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,3000.0,0,0.0,0,0,0,3000,0,3000.0,0,0,0,0,3000.0,0,0,0,0,3000.0,0,0,0,0,0,0.0,90,0,90,43245.0,11349,11342,4,3,0,0,0,8429,4340,1600,300,350,400,530,360,800,7260,2920,1182,418,1000,230,90,"내구재(자동차, 가구 등) 구입",은행 예금,현금화 가능성,하락할 것이다,예
7104,7400.0,7400.0,6400.0,6000,0.0,0,0,0.0,400,0.0,0.0,0,0.0,6400,0,400.0,0,6000.0,0.0,0,6000,0.0,400.0,0,6000.0,400.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,1000,0,0,0,0.0,1672,1180,492,16142.0,7958,3954,4000,4,0,0,0,6628,5930,1800,240,2300,10,800,360,420,7260,1330,134,344,360,0,492,저축과 금융자산 투자,주식(직접투자),수익성,변화 없을 것이다,예
7106,7000.0,7000.0,6000.0,6000,0.0,0,0,0.0,0,0.0,0.0,0,6000.0,0,0,6000.0,0,0.0,0.0,0,6000,0.0,0.0,0,6000.0,0.0,1000.0,0,0.0,0,0,0,1000,0,0.0,0,1000,0,0,0.0,0,0,0,1000,0.0,1000,0,0,0,0,0.0,444,0,444,17958.0,4943,4633,300,10,0,0,0,2530,3190,680,300,0,30,800,216,1164,5603,2413,101,338,1480,50,444,부동산 구입,은행 예금,안전성,상승할 것이다,예
7107,95000.0,90000.0,90000.0,0,90000.0,0,0,0.0,0,0.0,90000.0,0,0.0,0,0,90000.0,0,0.0,0.0,0,0,90000.0,0.0,0,90000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,5000.0,3200,0,3200,42400.0,12195,0,0,8009,4186,0,4186,4376,4096,2000,456,0,240,240,200,960,11915,7819,2209,1010,300,1100,3200,부채 상환,은행 예금,안전성,하락할 것이다,아니오
7108,2000.0,2000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2000.0,0,0.0,2000,0,0,0,0,0.0,0,2000,0,0,2000.0,0,0,0,0,2000.0,0,0,0,0,0,0.0,5135,5000,135,37394.0,13793,12105,0,1453,235,0,235,11499,3838,840,240,0,120,410,300,1928,6132,2294,1101,976,70,12,135,부동산 구입,비은행금융기관 예금,안전성,상승할 것이다,예
7109,3550.0,1050.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,1000.0,0,0.0,0,0,0,1000,0,1000.0,0,0,0,0,0.0,0,0,0,1000,0.0,1000,0,50,0,0,2500.0,230,170,60,31932.0,10360,9612,124,624,0,0,0,8802,7476,1240,586,2990,200,800,480,1180,9034,1558,415,927,120,36,60,부동산 구입,은행 예금,안전성,모르겠다,예
7110,7600.0,7600.0,7000.0,0,0.0,0,0,7000.0,0,0.0,7000.0,0,0.0,0,0,0.0,0,7000.0,0.0,0,7000,0.0,0.0,0,7000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,600,0,0,0.0,696,639,57,11240.0,3785,2966,800,19,0,0,0,3499,1330,480,140,0,10,120,180,400,1616,286,29,150,50,0,57,저축과 금융자산 투자,은행 예금,수익성,모르겠다,아니오
7112,2000.0,2000.0,2000.0,0,2000.0,0,0,0.0,0,0.0,0.0,0,0.0,2000,0,2000.0,0,0.0,0.0,0,0,0.0,2000.0,0,0.0,2000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,53,53,0,14414.0,3490,2160,700,197,333,100,433,3140,1555,732,108,0,72,82,140,421,1905,350,40,190,120,0,0,저축과 금융자산 투자,은행 예금,안전성,상승할 것이다,아니오
7113,10000.0,10000.0,10000.0,0,0.0,0,10000,0.0,0,0.0,0.0,0,10000.0,0,0,10000.0,0,0.0,0.0,0,0,10000.0,0.0,0,10000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,467,0,467,4970.0,2034,0,300,64,1200,470,1670,1394,1082,240,202,0,322,50,66,202,1722,640,9,104,60,0,467,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
7114,4200.0,4200.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,4200,0,0,0.0,30,30,0,16486.0,3784,3370,0,1,413,0,413,3189,2580,840,200,200,20,80,240,1000,3175,595,52,363,120,60,0,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
7115,700.0,700.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,300,400,0,0,0.0,118,90,28,4870.0,1731,0,0,0,1231,500,1731,1702,1450,480,370,0,20,50,180,350,1479,29,1,0,0,0,28,저축과 금융자산 투자,은행 예금,안전성,모르겠다,아니오
7117,20198.0,19198.0,18518.0,11518,7000.0,0,0,0.0,0,0.0,18518.0,0,0.0,0,0,7000.0,11518,0.0,0.0,0,18518,0.0,0.0,0,18518.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,680,0,0,1000.0,1955,1360,595,71024.0,6232,177,3000,88,2967,0,2967,5168,9427,1200,752,2100,30,1900,390,3055,10491,1064,240,229,0,0,595,부동산 구입,은행 예금,수익성,변화 없을 것이다,예
7118,20.0,20.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,20,0,0,0.0,146,144,2,43441.0,8900,5692,58,197,2893,60,2953,8505,2842,600,98,0,120,720,209,1095,3237,395,127,266,0,0,2,부동산 구입,은행 예금,안전성,상승할 것이다,예
7120,2700.0,2700.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2700.0,0,2700.0,0,0,0,0,0,0.0,0,2700,0,0,0.0,0,2700,0,0,2700.0,0,0,0,0,0,0.0,306,300,6,20470.0,9230,0,9000,30,0,200,200,8812,3273,1600,306,0,48,360,72,887,3691,418,52,0,360,0,6,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
7122,16000.0,16000.0,9000.0,0,0.0,0,0,9000.0,0,0.0,0.0,0,9000.0,0,0,0.0,9000,0.0,0.0,0,0,9000.0,0.0,0,9000.0,0.0,7000.0,0,0.0,0,0,7000,0,0,0.0,0,7000,0,0,7000.0,0,0,0,0,7000.0,0,0,0,0,0,0.0,1050,330,720,20600.0,5132,0,4320,432,80,300,380,3152,2720,850,200,0,150,280,120,1120,4700,1980,28,282,680,270,720,저축과 금융자산 투자,은행 예금,안전성,하락할 것이다,아니오
7125,1400.0,1400.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,1400,0,0,0.0,1672,1572,100,8016.0,3762,1766,1800,18,178,0,178,273,2060,900,180,0,0,120,180,680,5549,3489,37,322,3030,0,100,부채 상환,은행 예금,안전성,모르겠다,아니오
7126,5600.0,5600.0,600.0,0,0.0,0,0,0.0,0,600.0,0.0,0,600.0,0,0,0.0,0,0.0,600.0,0,0,600.0,0.0,0,600.0,0.0,5000.0,0,0.0,0,0,0,5000,0,0.0,0,5000,0,0,5000.0,0,0,0,0,5000.0,0,0,0,0,0,0.0,1285,1000,285,20920.0,9981,6862,3000,84,35,0,35,7933,2310,600,170,0,200,250,230,860,4358,2048,450,963,300,50,285,부채 상환,저축은행 예금,안전성,하락할 것이다,예
7130,1370.0,1370.0,900.0,0,0.0,900,0,0.0,0,0.0,0.0,0,900.0,0,0,900.0,0,0.0,0.0,0,0,0.0,0.0,900,0.0,900.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,470,0,0,0.0,964,916,48,1626.0,8470,6039,2400,1,30,0,30,7044,4472,1800,464,96,500,572,288,752,5898,1426,536,542,300,0,48,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
7134,2286.0,2286.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,2286.0,0,0.0,2286,0,0,0,0,0.0,2286,0,0,0,0.0,366,1920,0,0,2286.0,0,0,0,0,0,0.0,853,730,123,4542.0,5746,2023,3600,0,123,0,123,5210,3195,700,948,300,30,120,252,845,3731,536,46,217,150,0,123,부동산 구입,은행 예금,안전성,변화 없을 것이다,예
7135,5000.0,5000.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,4500.0,0,0.0,0,0,4500,0,0,1500.0,3000,0,0,0,0.0,0,4500,0,0,4500.0,0,500,0,0,0,0.0,1032,804,228,834.0,2637,0,2300,7,330,0,330,1969,3500,1200,1320,0,30,300,300,350,4168,668,17,123,300,0,228,부채 상환,은행 예금,수익성,하락할 것이다,예
7137,30200.0,30200.0,25000.0,0,25000.0,0,0,0.0,0,0.0,25000.0,0,0.0,0,0,25000.0,0,0.0,0.0,0,0,25000.0,0.0,0,25000.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,5200,0,0,0.0,3422,2648,774,242764.0,15623,7159,7000,852,132,480,612,13383,4260,1200,600,840,60,720,360,480,6500,2240,708,758,0,0,774,부채 상환,비은행금융기관 예금,안전성,상승할 것이다,예
7138,300.0,300.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,300.0,0,0.0,0,0,0,300,0,300.0,0,0,0,0,0.0,0,300,0,0,300.0,0,0,0,0,0,0.0,130,100,30,2284.0,2189,873,0,0,1316,0,1316,2092,2498,1300,108,720,100,50,120,100,2595,97,1,66,0,0,30,부채 상환,은행 예금,안전성,변화 없을 것이다,아니오
7139,200.0,200.0,200.0,0,0.0,0,0,0.0,200,0.0,200.0,0,0.0,0,0,0.0,200,0.0,0.0,0,0,0.0,200.0,0,0.0,200.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,21660.0,5265,5248,0,2,15,0,15,4756,1261,300,216,0,5,315,156,269,1770,509,95,354,60,0,0,부동산 구입,수익증권(펀드 등 간접투자),수익성,변화 없을 것이다,예
7140,102400.0,57400.0,51000.0,0,51000.0,0,0,0.0,0,0.0,19000.0,0,32000.0,0,0,51000.0,0,0.0,0.0,0,0,51000.0,0.0,0,51000.0,0.0,4400.0,0,0.0,0,0,4400,0,0,4400.0,0,0,0,0,0.0,4400,0,0,0,4400.0,0,0,0,0,2000,45000.0,3410,1100,2310,57681.0,7718,1745,4500,909,564,0,564,4405,2620,360,744,0,50,720,174,572,5933,3313,556,297,150,0,2310,저축과 금융자산 투자,주식(직접투자),수익성,상승할 것이다,아니오
7141,2570.0,2570.0,2500.0,0,0.0,0,0,0.0,0,2500.0,2500.0,0,0.0,0,0,0.0,0,0.0,2500.0,0,2500,0.0,0.0,0,2500.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,70,0,0,0.0,621,501,120,19000.0,6547,5252,0,86,1209,0,1209,5949,2780,600,1400,60,20,250,100,350,3378,598,86,192,200,0,120,저축과 금융자산 투자,은행 예금,접근성(이용의 편리성),변화 없을 것이다,아니오
7142,2250.0,2250.0,2000.0,0,0.0,0,0,2000.0,0,0.0,2000.0,0,0.0,0,0,0.0,0,0.0,2000.0,0,0,0.0,0.0,2000,0.0,2000.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,250,0,0,0.0,450,450,0,8870.0,2847,687,2160,0,0,0,0,2794,1742,360,56,0,10,480,420,416,1795,53,17,0,30,6,0,부채 상환,은행 예금,안전성,변화 없을 것이다,아니오
7144,12900.0,12900.0,12600.0,0,0.0,9600,0,3000.0,0,0.0,12600.0,0,0.0,0,0,12600.0,0,0.0,0.0,0,0,0.0,0.0,12600,0.0,12600.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,300,0,0,0.0,334,200,134,3800.0,5421,2400,3000,21,0,0,0,4860,2580,1200,360,0,120,240,360,300,3141,561,42,335,50,0,134,부채 상환,은행 예금,안전성,상승할 것이다,예
7145,8500.0,8500.0,8500.0,8500,0.0,0,0,0.0,0,0.0,8500.0,0,0.0,0,0,0.0,8500,0.0,0.0,0,8500,0.0,0.0,0,8500.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,300,0,300,63176.0,8265,8186,0,79,0,0,0,6932,6104,1200,204,2500,60,720,480,940,7437,1333,113,702,200,18,300,부채 상환,은행 예금,안전성,변화 없을 것이다,예
7147,900.0,900.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,900.0,0,0.0,0,0,0,900,0,900.0,0,0,0,0,0.0,0,0,0,900,0.0,900,0,0,0,0,0.0,0,0,0,3555.0,4553,4443,0,0,110,0,110,3957,2840,840,780,0,30,120,600,470,3436,596,12,368,180,36,0,부동산 구입,은행 예금,안전성,하락할 것이다,예
7154,4300.0,4300.0,4000.0,0,0.0,0,0,0.0,0,4000.0,0.0,0,4000.0,0,0,0.0,0,4000.0,0.0,0,0,4000.0,0.0,0,4000.0,0.0,200.0,0,0.0,0,0,0,200,0,0.0,0,200,0,0,0.0,0,0,0,200,0.0,200,0,100,0,0,0.0,1252,1000,252,3112.0,1748,1720,0,28,0,0,0,1338,1422,360,662,0,18,180,120,82,1832,410,30,108,20,0,252,저축과 금융자산 투자,은행 예금,현금화 가능성,모르겠다,아니오
7155,22871.0,22871.0,12973.0,0,12973.0,0,0,0.0,0,0.0,12973.0,0,0.0,0,0,0.0,0,0.0,12973.0,0,0,12973.0,0.0,0,12973.0,0.0,9898.0,0,0.0,0,0,0,9898,0,9898.0,0,0,0,0,5000.0,0,4898,0,0,9898.0,0,0,0,0,0,0.0,1531,788,743,15008.0,9222,1770,3726,65,3661,0,3661,7482,2120,400,400,0,300,200,100,720,3860,1740,268,229,500,0,743,저축과 금융자산 투자,주식(직접투자),수익성,상승할 것이다,아니오
7156,3840.0,3840.0,2700.0,0,0.0,2700,0,0.0,0,0.0,2700.0,0,0.0,0,0,2700.0,0,0.0,0.0,0,0,0.0,0.0,2700,0.0,2700.0,400.0,0,0.0,0,0,0,400,0,0.0,0,0,400,0,0.0,0,0,0,400,400.0,0,0,740,0,0,0.0,260,180,80,10169.0,5299,5298,0,1,0,0,0,4549,2950,700,500,0,200,300,150,1100,3700,750,53,597,20,0,80,부동산 구입,은행 예금,안전성,상승할 것이다,예
7157,10800.0,10800.0,7000.0,0,0.0,0,0,7000.0,0,0.0,7000.0,0,0.0,0,0,0.0,0,0.0,7000.0,0,0,7000.0,0.0,0,7000.0,0.0,3800.0,0,0.0,0,0,3800,0,0,3800.0,0,0,0,0,0.0,0,0,3800,0,3800.0,0,0,0,0,0,0.0,5336,5000,336,45354.0,6261,2688,2800,773,0,0,0,4569,4096,840,560,1200,10,360,420,706,5788,1692,144,630,360,222,336,부채 상환,은행 예금,안전성,하락할 것이다,예
7159,1495.0,1495.0,1200.0,0,0.0,0,0,0.0,1200,0.0,0.0,0,0.0,0,1200,0.0,1200,0.0,0.0,0,0,0.0,0.0,1200,0.0,1200.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,295,0,0,0.0,524,468,56,24385.0,3800,3544,0,16,240,0,240,3354,3950,1800,180,240,50,200,300,1180,4396,446,57,213,100,20,56,"내구재(자동차, 가구 등) 구입",은행 예금,수익성,하락할 것이다,예
7160,17450.0,17450.0,10000.0,5000,5000.0,0,0,0.0,0,0.0,10000.0,0,0.0,0,0,10000.0,0,0.0,0.0,0,5000,5000.0,0.0,0,10000.0,0.0,7450.0,0,0.0,0,0,0,7450,0,7450.0,0,0,0,0,0.0,0,0,0,7450,0.0,7450,0,0,0,0,0.0,2874,2550,324,67190.0,18945,18579,0,246,0,120,120,13900,3726,1800,466,0,240,480,180,560,8771,5045,3155,1166,220,180,324,기타,은행 예금,수익성,변화 없을 것이다,아니오
7161,14000.0,14000.0,9000.0,0,0.0,0,0,9000.0,0,0.0,9000.0,0,0.0,0,0,9000.0,0,0.0,0.0,0,9000,0.0,0.0,0,9000.0,0.0,5000.0,0,0.0,0,0,5000,0,0,5000.0,0,0,0,0,0.0,0,0,0,5000,5000.0,0,0,0,0,0,0.0,612,0,612,49117.0,4227,3172,974,81,0,0,0,3182,3950,1000,480,840,600,480,300,250,4995,1045,87,296,50,0,612,부동산 구입,은행 예금,안전성,상승할 것이다,예
7163,600.0,600.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,600.0,0,0.0,0,0,0,600,0,0.0,600,0,0,0,0.0,0,600,0,0,600.0,0,0,0,0,0,0.0,420,400,20,180.0,3941,672,2400,1,268,600,868,3914,1665,600,300,150,25,240,250,100,1692,27,1,6,0,0,20,부채 상환,은행 예금,안전성,변화 없을 것이다,아니오
7165,300.0,300.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,300.0,0,0.0,0,0,0,300,0,0.0,300,0,0,0,0.0,0,0,0,300,0.0,300,0,0,0,0,0.0,425,400,25,160825.0,3420,1500,1500,74,246,100,346,2947,1012,360,276,0,24,60,72,220,1485,473,131,317,0,0,25,저축과 금융자산 투자,은행 예금,안전성,변화 없을 것이다,아니오
7166,24420.0,23620.0,21950.0,0,21950.0,0,0,0.0,0,0.0,0.0,0,21950.0,0,0,0.0,0,21950.0,0.0,0,0,21950.0,0.0,0,21950.0,0.0,1670.0,0,0.0,0,0,1670,0,0,1670.0,0,0,0,0,0.0,0,0,1670,0,1670.0,0,0,0,0,0,800.0,2022,1150,872,64721.0,2999,0,2,2677,270,50,320,1933,1330,600,280,0,100,110,60,180,2396,1066,194,0,0,0,872,부채 상환,은행 예금,안전성,변화 없을 것이다,아니오
7171,5198.0,5198.0,4900.0,0,4900.0,0,0,0.0,0,0.0,4900.0,0,0.0,0,0,0.0,4900,0.0,0.0,0,0,4900.0,0.0,0,4900.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,298,0,0,0.0,480,300,180,7232.0,6756,2239,4000,155,362,0,362,6150,3070,1000,900,10,30,500,180,450,3676,606,37,129,200,60,180,부채 상환,저축은행 예금,안전성,변화 없을 것이다,아니오
7172,50.0,50.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,50,0,0,0.0,225,225,0,270.0,5506,5378,0,78,0,50,50,5194,1400,720,70,0,60,120,180,250,1712,312,12,300,0,0,0,부동산 구입,은행 예금,안전성,모르겠다,예
7174,8625.0,8625.0,8625.0,8625,0.0,0,0,0.0,0,0.0,8625.0,0,0.0,0,0,0.0,0,0.0,8625.0,0,8625,0.0,0.0,0,8625.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0,0.0,11522,11283,239,30911.0,8721,3585,5000,16,120,0,120,7947,2870,860,520,370,150,550,200,220,3644,774,35,440,0,60,239,부채 상환,은행 예금,현금화 가능성,변화 없을 것이다,예
7177,200.0,200.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,200.0,0,0.0,0,0,0,200,0,200.0,0,0,0,0,0.0,0,0,0,200,0.0,200,0,0,0,0,0.0,20,0,20,63916.0,6771,5610,800,361,0,0,0,6438,1910,500,250,0,160,400,150,450,2243,333,70,243,0,0,20,저축과 금융자산 투자,비은행금융기관 예금,안전성,상승할 것이다,예
7180,620.0,320.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,0,0,0.0,0,0,320,0,0,300.0,1300,1300,0,77030.0,1478,81,0,830,303,264,567,1277,1596,1000,114,0,350,20,84,28,1797,201,120,41,40,0,0,저축과 금융자산 투자,비은행금융기관 예금,안전성,하락할 것이다,아니오
